Course Description,Num Students,Avp GPA,Session Description, Descriptor of what it means
TYPOGRAPHY I,39,3.804974358974359,56.3,Regular Academic Session
PRODUCTION GRAPHIC DESIGNER,36,3.672,61.1,Regular Academic Session
METALSMITHING & JEWELRY DES II,26,3.3732307692307697,33.3,Regular Academic Session
INTERMEDIATE PHOTOGRAPHY,27,3.392481481481482,35.7,Regular Academic Session
ANATOMY FOR THE ARTIST,15,4.0,50,Regular Academic Session
DIGITAL VIDEO,7,3.857,42.9,Regular Academic Session
GRAPHIC DESIGN PROBLEM SOLVING,47,3.7170212765957444,80,Regular Academic Session
BFA METALS & JEWELRY SEMINAR,7,3.914,71.4,Regular Academic Session
ADVANCED PHOTOGRAPHY,21,3.642714285714286,77.8,Regular Academic Session
BFA PHOTOGRAPHY SEMINAR,6,3.617,85.7,Regular Academic Session
MFA DRAWING SEMINAR,8,4.0,100,Regular Academic Session
MFA PRINTMAKING SEMINAR,7,3.8,100,Regular Academic Session
MFA CERAMICS SEMINAR,6,3.95,100,Regular Academic Session
MFA METALS & JEWELRY DES SEM,6,4.0,100,Regular Academic Session
"DESIGN RESRCH, MTHDS + PROCESS",52,3.01,92.7,Regular Academic Session
DESIGN OF SYSTEMS,25,3.952,100,Regular Academic Session
ARCHITECTURAL STUDIO 2,6,3.617,100,Regular Academic Session
VISUAL STUDIES STUDIO 2,6,3.85,100,Regular Academic Session
STRUCTURES 2,7,3.871,100,Regular Academic Session
ARCHITECTURAL STUDIO 4,7,3.914,100,Regular Academic Session
VISUAL STUDIES STUDIO 4,7,3.957,100,Regular Academic Session
TEXTS AND CONTEXTS IN ARCH 3,11,3.0,100,Regular Academic Session
ENERGY & ENVIRONMENTAL SYST 2,7,3.914,100,Regular Academic Session
PROFESSIONAL PRACTICE,7,3.814,100,Regular Academic Session
ARCHITECTURAL STUDIO 6,11,3.3,100,Regular Academic Session
VISUAL STUDIES STUDIO 6,11,3.818,100,Regular Academic Session
EDUCATION AND SOCIETY,44,3.782,15.2,Regular Academic Session
SEXUAL DIVERSITY,114,3.411,4.1,Regular Academic Session
SOCIAL THEORY,48,3.327,38.2,Regular Academic Session
TOPICS IN CROSS-CULTURAL SOC,18,3.566888888888889,40,Regular Academic Session
SOCIAL INEQUALITIES IN HEALTH,197,3.712,4,Regular Academic Session
HEALTH AND SOCIETY,66,3.789,4.3,Regular Academic Session
INTRO TO SOCIAL ORGANIZATION,8,4.0,77.8,Regular Academic Session
SOCIOLOGICAL THEORY,9,4.0,90,Regular Academic Session
SOCIOLOGICAL RESRCH PRACT I,17,4.0,88.9,Regular Academic Session
STAT TECHNQS IN SOCIOLOGY II,8,3.838,87.5,Regular Academic Session
TOPICAL SEMINAR 1,8,4.0,100,Regular Academic Session
MGMT IN THE NONPROFIT SECTOR,15,3.3868,83.3,Regular Academic Session
DATA ANALYS & MODELING-PUB AFF,26,3.5350769230769234,100,Regular Academic Session
COMP & INTL POLICY PROCESS,31,3.6936129032258065,90.5,Regular Academic Session
MUSIC INDUSTRY II,10,3.22,70,Regular Academic Session
ART AND SOCIAL CHANGE,7,4.0,85.7,Regular Academic Session
FUND DEVELOPMENT FOR THE ARTS,35,2.763,77.8,Regular Academic Session
OVERSEAS TOPICS IN ARTS MGMT,6,3.783,50,Non Standard Session
"EC DEV, GLOBALIZATION & ENTREP",21,3.824,95.2,Regular Academic Session
INTRO TO ENV TOXICOLOGY,28,3.461,90.3,Regular Academic Session
WATER SUPPLY/WASTEWATER TRTMT,13,3.246,33.3,Regular Academic Session
HABITAT ANALYSIS-AQUATIC,17,3.694,82.4,Regular Academic Session
SOIL SCIENCE AND MANAGEMENT,24,3.713,68,Regular Academic Session
WILDLIFE MANAGEMENT,27,3.489037037037037,90.9,Regular Academic Session
ORGANC POLLTNTS:ENVRN CHM&FATE,12,3.583,83.3,Regular Academic Session
SUSTAINABLE RIVER MANAGEMENT,6,3.85,85.7,Regular Academic Session
ENVIRONMENTAL TOXICOLOGY,11,3.873,66.7,Regular Academic Session
APPLIED MATH FOR ENV SCIENCE,28,3.55,96.6,Regular Academic Session
APPLIED ECOLOGY,25,3.544,100,Regular Academic Session
APP OF GEOGRAPHIC INFO SYS,12,3.975,91.7,Regular Academic Session
RESTORATION ECOLOGY,16,3.888,88.2,Regular Academic Session
ENVIRONMENTAL CHEMISTRY LAB,7,3.914,71.4,Regular Academic Session
LAKE & WATERSHED MANAGEMENT,9,3.722,88.9,Regular Academic Session
SOIL SCIENCE & MANAGEMENT,7,4.0,62.5,Regular Academic Session
INTERNATNL DEVELOPMENT FINANCE,22,3.145272727272727,93.8,Regular Academic Session
SEM IN REVENUE THEORY & ADM,8,3.163,88.9,Regular Academic Session
PUBLIC REVENUE,7,4.0,100,Regular Academic Session
FUND OF HEALTHCARE FIN MGMT,18,2.2720000000000002,37.5,Regular Academic Session
HEALTH INDUSTRY REGULATION,8,3.875,66.7,Regular Academic Session
CAPSTONE IN HEALTHCARE MGMT,26,3.9539615384615385,100,Regular Academic Session
DATA SCIENCE IN PUBLIC&ENV AFF,12,3.95,75,Regular Academic Session
PUB MGT INFO SYSTEMS,8,3.925,100,Regular Academic Session
TPCS: CRIM JUST & PUBL SAFETY,7,4.0,0,Regular Academic Session
PLANNING & COMMUNITY DEVEL,19,3.784,73.7,Regular Academic Session
MGT OF LOCAL GOVT SERVICES,16,3.788,66.7,Regular Academic Session
STRAT MGMT PUB/NONPROFIT ORGS,8,4.0,87.5,Regular Academic Session
MANAGING DIVERSITY PUBLIC ORG,21,3.862,45.5,Regular Academic Session
SEMINAR TEACHING PUBLIC AFF,11,3.973,90.9,Regular Academic Session
PUBLIC ORGANIZATION & MGMT II,7,3.914,100,Regular Academic Session
CIVIL SOCIETY & PUBLIC POLICY,18,3.933,94.4,Regular Academic Session
FUND DEV FOR NONPROFITS,22,3.4410454545454545,72.2,Regular Academic Session
PUBLIC PROGRAMS-THEOR & EVID,8,3.888,75,Regular Academic Session
SEM IN THE PUBLIC POL PROCESS,8,4.0,87.5,Regular Academic Session
SUSTAIN IN TRISECTORAL WORLD,20,3.785,100,Regular Academic Session
ENVIRONMENTAL LAW,21,3.571,100,Regular Academic Session
ENERGY ECONOMICS AND POLICY,14,3.443,93.3,Regular Academic Session
COMPETITIVE DEBATE SEMINAR,6,3.333,33.3,Regular Academic Session
URBAN GOVERNMENT ADMIN,97,3.082216494845361,72.9,Regular Academic Session
INTRO NON-PROF ACCT/REPORTING,31,2.923,100,Regular Academic Session
DATA SCIENCE IN PUB & ENV AFF,27,3.559,96.3,Regular Academic Session
METROPOLITAN DEVELOPMENT,26,3.335,80.8,Regular Academic Session
LABOR REL IN THE PUBLIC SECTOR,41,2.327,97.9,Regular Academic Session
HR TRAINING & DEVELOPMENT,11,2.855,81.8,Regular Academic Session
OVERSEAS TOPICS-PUBLIC AFFAIRS,39,3.864128205128205,37.5,Non Standard Session
STATS FOR RSCH PUB AFFS II,7,3.514,100,Regular Academic Session
COACHING OF FOOTBALL,24,3.904,32,Eight Week - Second
COACHING OF SOCCER,19,3.916,26.3,Eight Week - Second
PRINC TECH THER INTER I,11,3.645,100,Regular Academic Session
APP CLIN PR IN AT II,11,4.0,100,Regular Academic Session
CRITICAL INQ ATH HEALTHCARE II,11,4.0,100,Regular Academic Session
APPL CLIN PRACTICE IN AT IV,9,4.0,100,Regular Academic Session
CRITICAL INQ ATH HEALTHCARE IV,9,4.0,100,Regular Academic Session
ORTH PRIN MSK INJ II,10,3.17,100,Regular Academic Session
GEN MED ATHLETIC HEALTHCARE,9,3.822,100,Regular Academic Session
HEALTHCARE ORG & ADMIN,9,3.822,100,Regular Academic Session
GEN MEDICAL COND ATHLETIC TRNG,6,3.733,100,Regular Academic Session
ATHL TRNG PRIN FOR LOWER EXT,6,3.8,100,Regular Academic Session
"AGING,HEALTH&DIVERSE POPULATNS",41,3.834,30.2,Regular Academic Session
SEMINAR IN PUBLIC HLTH EDUC,6,4.0,85.7,Non Standard Session
INTRO TO HEALTH COUNSELING,12,3.75,23.5,Eight Week - Second
CONTEMPORARY ISS IN AGING&HLTH,6,3.717,100,Regular Academic Session
SEX HEALTH DISC CONT,23,3.843,50,Regular Academic Session
ACQUIRING EXT FUNDS RESEARCH,8,3.875,87.5,Regular Academic Session
INTERMEDIATE EPIDEMIOLOGY,20,4.0,100,Regular Academic Session
INT EPIDEMIOLOGICAL METHODS,18,3.950222222222222,100,Regular Academic Session
EPI SCI WRITING/PROPOSAL DEV,10,3.64,90,Regular Academic Session
LDRSHP THRY PRACTICE YOUTH DEV,43,3.926,45.5,Regular Academic Session
TODAY'S FAMILY: CHNG IN DYNMCS,31,3.723,46.9,Regular Academic Session
INTRO TO HEALTH PROMOTION,29,3.655,23.3,Regular Academic Session
OBESITY AND HEALTH,18,3.8,33.3,Regular Academic Session
CONSUMER HEALTH,117,3.694,4.9,Eight Week - First
NATURE OF SUBSTANCE USE DISORD,86,2.924,14.1,Eight Week - Second
HEALTH PROGRAM EVALUATION,6,4.0,83.3,Regular Academic Session
DISPARITIES IN MTRNL/CHLD HLTH,6,3.833,83.3,Eight Week - Second
ADV INSTR METHOD SEX REPRO EDU,13,3.769,66.7,Regular Academic Session
LEGAL ISSUES IN PUBLIC HEALTH,33,3.164,94.3,Regular Academic Session
INTRO TO MOTIV INTERVIEW PH,8,3.838,12.5,Regular Academic Session
SWIMMING-NON SWIMMER,15,4.0,44.4,Regular Academic Session
INTERMEDIATE FENCING,7,3.243,0,Regular Academic Session
ADVANCED ARMY PHYSICAL FITNESS,12,4.0,8.3,Regular Academic Session
JUDO-INTERMEDIATE,10,4.0,0,Regular Academic Session
YOGA II,11,4.0,0,Regular Academic Session
UNDERWATER ARCHAEOLOGY TECHNQS,10,3.77,0,Regular Academic Session
INTRO SPECIAL TOPICS KINES,35,3.7345142857142855,43.8,Eight Week - Second
THEORY&PRAC:RESISTNCE TRAINING,21,3.638,100,Regular Academic Session
PHILOSOPHICL FOUNDATNS COACHNG,28,3.736,75.9,Regular Academic Session
PROFESSIONAL DIVER DEVELOPMENT,8,4.0,11.1,Regular Academic Session
MATLAB FOR DATA ANALYSIS,8,4.0,55.6,Regular Academic Session
ADV THEORIES HIGH LEV PERFORM,13,3.823,76.9,Regular Academic Session
CARDIO-PULMONARY ASSESSMT LAB,7,4.0,100,Regular Academic Session
THE ROLE OF SPORT IN SOCIETY,9,3.7,55.6,Regular Academic Session
NCAA COMPLIANCE,8,3.8,75,Regular Academic Session
FINANCIAL ANALYSIS IN SPORT,10,3.87,100,Regular Academic Session
FOOD CHEMISTRY,33,3.106,81.8,Regular Academic Session
MANAGEMNT SYSTEMS IN DIETETICS,17,3.235,100,Regular Academic Session
FOOD CHEMISTRY LABORATORY,25,3.96404,92.3,Regular Academic Session
LIFE CYCLE NUTRITION,64,3.744,69.2,Regular Academic Session
NUTRITION COUNSELING & EDUC,19,3.742,89.5,Regular Academic Session
ADVANCED NUTRITION II,19,2.479,95,Regular Academic Session
MED NUTRITION THERAPY APPLIC,12,3.775,100,Regular Academic Session
MECHANISMS OF NUTRIENT ACTION,20,4.0,90,Regular Academic Session
WILDERNESS AND PROTECTED LANDS,27,3.974,21.4,Regular Academic Session
INTERPRETATION & TOUR GUIDING,28,3.729,70,Regular Academic Session
FIELD TECHNIQUES IN ENVIR EDUC,15,3.513,38.9,Regular Academic Session
HUMAN HEALTH NTRL ENVIRONMENTS,47,3.689,54.2,Regular Academic Session
APPLICATIONS IN ORPHE,14,4.0,92.9,Regular Academic Session
"HUMN HLTH,QUAL LIFE,&NTRL ENVR",13,3.569,64.3,Eight Week - First
LINEAR REGRESSION,13,3.823,84.6,Regular Academic Session
BIOSTATISTICAL INFERENCE,7,3.814,100,Regular Academic Session
RESOURCE DEVELPMNT/FUNDRAISING,28,2.679,75.9,Regular Academic Session
MULTDISC APPR TO WELLNESS-LLC,34,3.856,50,Regular Academic Session
YOUTH SPORT MANAGEMENT,21,2.695,90.9,Regular Academic Session
SPECIAL CONCERNS IN PARKS&REC,8,2.125,60,Regular Academic Session
LEISURE DETERMINANT OF HEALTH,10,3.19,38.5,Eight Week - Second
INTRO TO RES METHODS IN HWD,19,3.247,100,Regular Academic Session
LEGAL ASPECTS OF SAFETY,18,2.8,0,Regular Academic Session
OSHA GENERAL INDUST STANDARDS,19,3.526,0,Regular Academic Session
SAFETY ENGINEERING&TECHNOLOGY,13,3.769,0,Regular Academic Session
INCIDENT INVESTIGATN & ANALYS,10,3.67,0,Regular Academic Session
ERGONOMICS AND HUMAN FACTORS,12,3.45,0,Regular Academic Session
EMERGENCY MANAGEMENT,22,3.218,0,Regular Academic Session
INDUST HYGIENE SAMPLG&ANALYSIS,7,4.0,0,Regular Academic Session
SAFETY MGMT IN BUS & INDUSTRY,9,3.744,92.3,Regular Academic Session
SAFETY PERFRM MEASURMNT&LDRSHP,10,3.7,100,Regular Academic Session
PRIN OF WORKPLACE SAFETY BEHVR,11,3.882,100,Regular Academic Session
SAFETY AND HEALTH PROGRAM DSGN,12,4.0,100,Regular Academic Session
SUSTAINABLE TOURISM,54,3.296,44.6,Regular Academic Session
SYSTEMS INTEGRATION IN HOSP,41,3.807,85.7,Regular Academic Session
SPECIAL EVENT PRODUCTION,53,3.658,81.8,Regular Academic Session
HOSPITALTY BRIDGING HEALTHCARE,39,3.885,95.1,Eight Week - Second
PH IN GLOBAL TRAVEL & TOURISM,17,3.171,94.1,Regular Academic Session
GREEN OPERATIONS HOSPITALITY,24,3.688,100,Regular Academic Session
"ONE HEALTH: HUM, ANIMAL, ENVIR",29,2.724,22.9,Eight Week - Second
HOT TOPICS ENVIRO & OCC HEALTH,48,3.296,20,Eight Week - Second
PRINCIPLES OF TOXICOLOGY,6,3.283,100,Regular Academic Session
SPECIAL TOPICS IN ENV HEALTH,6,3.95,87.5,Regular Academic Session
WILDERNESS SURVIVAL,18,3.833,16.7,Eight Week - Second
FUNDAMENTALS OF SEARCH&RESCUE,10,4.0,20,Non Standard Session
ICE CLIMBING,13,4.0,0,Non Standard Session
QUALITATIVE RES IN PUB HEALTH,6,4.0,66.7,Thirteen Week
ASSESSMNT&PLANNING PUBLIC HLTH,73,3.798424657534246,100,Regular Academic Session
PRO SEMINAR DEVELOPMENT 2,60,3.6666666666666665,100,Regular Academic Session
PUB HEALTH POLICY & POLITICS,31,3.7580645161290325,100,Thirteen Week
FOUNDATIONS OF REC THERAPY,27,3.389,85.7,Regular Academic Session
REC THER FACIL TECH &  EVAL,34,3.524,100,Regular Academic Session
REC THER IN HEALTH CARE ENV,30,3.077,100,Regular Academic Session
ADV ASSMNT & DOCUMENT IN RT,13,3.385,100,Regular Academic Session
EVIDENCE BASED PRACTICE IN RT,9,3.144,100,Regular Academic Session
INTRO TO STATISTICAL THEORY,19,3.105,36.8,Regular Academic Session
NONPARAMETRIC STATISTICS,11,3.855,36.4,Regular Academic Session
APPLIED LINEAR MODELS II,23,3.2694782608695654,58.3,Regular Academic Session
INTRO REGRESSION & NONPARAMETR,12,3.858,0,Regular Academic Session
APPLIED STATISTICAL COMPUTING,13,3.954,46.7,Regular Academic Session
FUNDAMENTALS OF STATISTICS II,10,3.47,60,Regular Academic Session
NONPARAMTRC THRY DATA ANALYSIS,6,3.833,16.7,Regular Academic Session
TIME SERIES ANALYSIS,17,3.771,0,Regular Academic Session
INTRO TO CHILD PROTECTION,29,3.428,37.9,Eight Week - Second
GEN SOC WK PRAC II:THEOR/SKILL,79,3.730202531645569,100,Regular Academic Session
SOCIAL WELFARE POLICY AND PRAC,90,3.833422222222222,92.3,Regular Academic Session
SOCIAL WORK RESEARCH,79,3.4799999999999995,100,Regular Academic Session
COMM BEH&PRAC-GENERAL PERSPCTV,43,3.604837209302326,100,Regular Academic Session
PRACTICE EVALUATION,71,3.6550140845070427,100,Regular Academic Session
SOCIAL WORK PRACTICUM II,44,3.9931818181818177,100,Regular Academic Session
ASSESS MENTAL HLTH & ADDICTNS,19,3.916,100,Regular Academic Session
CLINICAL THEORY AND PRACTICE,23,3.8,95.7,Regular Academic Session
COMMUNITY/GLOBAL THEORY & PRAC,21,3.838,100,Regular Academic Session
SWK PRACTICE: ADDICTIONS,31,3.89041935483871,100,Regular Academic Session
MNTL HLTH&ADDICT PR WITH GRPS,31,3.7093870967741935,100,Regular Academic Session
DANCE PRACTICES II,23,3.874,69.6,Regular Academic Session
BEGINNING MODERN DANCE,21,3.843,8.7,Regular Academic Session
IMPROV CONTEMPORARY DANCE II,26,3.888,65.4,Regular Academic Session
DANCE PRACTICES IV,16,4.0,87.5,Regular Academic Session
APPROACHES TO DANCE-MAKING II,17,4.0,88.2,Regular Academic Session
INTERMEDIATE MODERN DANCE,11,3.727,8.3,Regular Academic Session
CONTEMPORARY DANCE WORKSHOP,61,3.9837704918032784,83.9,Regular Academic Session
DANCE PRACTICES VI,13,3.946,100,Regular Academic Session
TWENTIETH CENT CONCERT DANCE,24,3.263,50,Regular Academic Session
CULTURAL CHOREOGRAPHIES,26,3.942,80.8,Regular Academic Session
DANCE PEDAGOGY,19,3.9,84.2,Regular Academic Session
ADVANCED TAP DANCE,9,3.933,33.3,Regular Academic Session
DANCE PRACTICES VIII,15,3.647,80,Regular Academic Session
TOPICS IN DANCE,56,3.9658928571428573,81.3,Regular Academic Session
INTRO TO MUSICAL THEATRE,16,3.925,88.2,Regular Academic Session
BEGIN MUSICAL THEATRE DANCE,22,4.0,63.6,Regular Academic Session
HORROR & SCI-FI MUSIC & SOUND,41,3.454,9.3,Regular Academic Session
MUSICAL THEATRE WORKSHOP,46,3.993478260869565,83.3,Regular Academic Session
MUSICL THEATRE DANCE STYLES II,28,3.979,85.7,Regular Academic Session
ADV MUSICAL THTR DANCE STYLES,20,4.0,100,Regular Academic Session
HIST OF AMER MUSICAL THEATRE,18,3.75,50,Regular Academic Session
PERFORMANCE IN DIGITAL MEDIA,10,3.77,80,Regular Academic Session
INTRODUCTION TO SCENIC DESIGN,7,3.243,50,Regular Academic Session
HIST OF THEATRE AND DRAMA II,53,3.275,72.7,Regular Academic Session
ACTING IV: ACTING SHAKESPEARE,12,3.833,66.7,Regular Academic Session
PRODUCTION MANAGEMENT,26,3.7191538461538465,90,Regular Academic Session
STUDIES IN STAGE MANAGEMENT,11,3.791,50,Regular Academic Session
ACTING FOR THE CAMERA,20,3.8,76.2,Regular Academic Session
TOPICS IN THEATRE AND DRAMA,19,3.8261052631578947,40,Regular Academic Session
INTRODUCTION TO DRAPING,6,3.95,83.3,Regular Academic Session
ADV MOVEMENT II,10,4.0,90,Regular Academic Session
STUDIES IN ACTING II,9,3.933,100,Regular Academic Session
VOICE FOR THE MFA II,9,4.0,100,Regular Academic Session
DRAMATIC THEORY,9,3.933,100,Regular Academic Session
PRODUCTION SEMINAR GRADUATE,9,4.0,100,Regular Academic Session
DANCE IN THE AFRICAN DIASPORA,19,3.105,0,Eight Week - Second
AFRICAN AMERICAN AUTOBIOGRAPHY,31,3.187,0,Regular Academic Session
MONUMENTS&MEMORY: JEWISH&BLACK,17,3.229,0,Regular Academic Session
AACE ADV STU AND PRACT,6,3.833,14.3,Regular Academic Session
BLACK ATLANTIC,29,3.617,3.4,Regular Academic Session
RACISM AND THE LAW,33,3.676,0,Regular Academic Session
INTR AFRC AM&AFRC DIASP PART I,9,3.8,60,Regular Academic Session
INTR TO ASIAN AMERICAN STUDIES,35,3.4,0,Regular Academic Session
ADV INDIV STUDY: AFRICAN LANG,6,3.833,0,Regular Academic Session
INT NAT AM&INDIGENOUS STUDIES,30,3.567,0,Eight Week - Second
INTRO TO CLINICAL NEUROANATOMY,6,4.0,0,Eight Week - Second
ANTH:ARTS&EXPRESSIVE BEHAVIOR,23,2.296,11.5,Regular Academic Session
ANTH: TOPICS IN THE SCIENCES,20,3.12,3.7,Regular Academic Session
BIOANTHROPOL: A HIST OF IDEAS,17,3.476,0,Regular Academic Session
HORMONES AND HUMAN BEHAVIOR,22,3.282,38.5,Regular Academic Session
APPLIED ANTHROPOLOGY,19,3.0,0,Eight Week - Second
PHOTOGRAPHY AND ETHNOGRAPHY,22,3.105,30.8,Regular Academic Session
ENVIRONMENTAL ANTHROPOLOGY,11,3.945,50,Regular Academic Session
MUSEUM EXHIBITIONS,6,3.95,16.7,Regular Academic Session
HIST ANTH THGHT 19TH-20TH CENT,6,4.0,66.7,Regular Academic Session
PROSEMINAR IN LANG & CULTURE,9,4.0,55.6,Regular Academic Session
ARCHAEOLOGY AND THE MOVIES,27,3.952,18.5,Regular Academic Session
FOOD IN THE ANCIENT WORLD,24,3.3252500000000005,71.4,Regular Academic Session
AMER ARTS/AMER IDENTITIES,39,3.087,5,Regular Academic Session
INTRO TO JAPANESE ART & CULTR,78,2.972,1.3,Regular Academic Session
ART OF COMIC STRIPS,73,3.1,0,Regular Academic Session
JAPANESE WOODBLOCK PRINTS,36,3.425,17.1,Regular Academic Session
TOPICS IN ANCIENT ART,9,3.678,55.6,Regular Academic Session
CULTURES OF PLAY,14,2.5,4,Regular Academic Session
CARIBBEAN & LATIN AMERICAN ART,22,2.855,12.5,Regular Academic Session
THEORIES & METHODS FROM 1900,7,3.771,87.5,Regular Academic Session
PROBLEMS IN MODERN ART,6,3.6,42.9,Regular Academic Session
COLLEGE TO CAREER II,8,0.0,2,Regular Academic Session
MOD OBSERVATIONAL TECHNIQUES,16,3.313,81.3,Regular Academic Session
EXOPLANETS & ORBITAL DYNAMICS,9,4.0,100,Regular Academic Session
BIOLOGY OF SEXUAL DIVERSITY,47,3.206,10.4,Regular Academic Session
INDEP STUDY ROTATIONS,9,4.0,100,Regular Academic Session
GENETICS AND BIOINFORMATICS,13,3.577,76.9,Regular Academic Session
"MOLECULAR BIOLOGY, HONORS",20,3.82,55,Regular Academic Session
THE IMMUNE SYSTEM AND DISEASE,14,3.736,0,Regular Academic Session
PRINCIPLES OF ORNITHOLOGY,6,3.717,0,Regular Academic Session
ENTOMOLOGY,23,3.265,50,Regular Academic Session
COMPAR NEUROBIOL OF ANIM BEHAV,11,3.245,8.3,Regular Academic Session
BIOLOGY OF FISHES,25,1.924,67.9,Regular Academic Session
THEORY&APPL OF BIOTECH LECT I,15,3.847,93.3,Regular Academic Session
DATA INTEL & VISUALIZATION,32,3.4655625,30,Regular Academic Session
"LEADERSHIP, TEAMS & INCLUSION",88,3.8659999999999997,93.3,Regular Academic Session
THKG STRAT: GAME THRY/BUS STRT,139,3.523798561151079,0,Regular Academic Session
FXD-INCOME & EQUITY ASSET VAL,36,3.928,92.3,Regular Academic Session
MARKETING MANAGEMENT,165,3.6807030303030306,100,Regular Academic Session
WEB TXT SOCIAL MEDIA ANALYTICS,20,3.805,100,Regular Academic Session
DIG INFRASTRUCTURE & PLATFORMS,12,3.417,100,Regular Academic Session
PLATFORM-BASED ANALYTICS,12,3.892,100,Regular Academic Session
AI FOR CYBERSECURITY,12,4.0,100,Regular Academic Session
FIN REPORTS & ANALYSIS: HONORS,150,3.624553333333333,100,Regular Academic Session
CORPORATE ACCOUNTING WORKSHOP,23,3.843,100,Regular Academic Session
INTERNATIONAL BUS ENVIRONMENT,33,3.779,100,Kelley First Seven Week
ECONOMIC MODELING,6,3.45,100,Regular Academic Session
DEVELOP STRATEGIC CAPABILITIES,15,3.607,93.3,Kelley Second Seven Week
NEW PRODUCT MANAGEMENT,24,3.021,100,Regular Academic Session
MARKETING STRATEGY SIMULATION,19,3.547,100,Kelley First Seven Week
LEGAL ISSUES IN MARKETING MGMT,43,3.542,100,Kelley Second Seven Week
DOCTORAL TEACHING DEV SEM I,13,3.977,100,Eight Week - Second
IND ST IN PERSNL & ORG BEHAV,16,4.0,0,Non Standard Session
SEM IN ORGANIZATIONAL BEHAVIOR,10,3.84,90,Regular Academic Session
PROPHETS POETS KINGS: IRAN CIV,25,3.896,0,Regular Academic Session
INTRO TO HISTORY OF TIBET,7,2.614,0,Eight Week - Second
CONTEMPORARY TIBET,8,2.75,0,Eight Week - Second
GENDER & WOMEN IN CENTRAL ASIA,7,3.957,14.3,Regular Academic Session
TOPCS IN CENTRAL ASIAN STUDIES,7,3.714,71.4,Regular Academic Session
LANG & SOCIETY IN CENT EURASIA,6,3.333,66.7,Regular Academic Session
CHAGHATAY,10,3.79,90.9,Regular Academic Session
NUCLEAR CHEMISTRY,6,3.05,87.5,Regular Academic Session
INTRO TO CHEMICAL BIOLOGY II,18,3.222,100,Eight Week - Second
WRONGFUL CONVICTION,24,3.725,72,Regular Academic Session
